Molecule,Frequency,Intensity,
SO2,1337,1.44E-12,
SO2,1338,1.46E-12,
SO2,1339,1.32E-12,
SO2,1340,1.43E-12,
SO2,1341,1.42E-12,
SO2,1342,1.34E-12,
SO2,1343,1.41E-12,
SO2,1344,1.40E-12,
SO2,1345,1.32E-12,
SO2,1346,1.37E-12,
SO2,1347,1.34E-12,
SO2,1348,1.33E-12,
SO2,1349,1.24E-12,
SO2,1350,1.29E-12,
SO2,1351,1.28E-12,
SO2,1352,1.19E-12,
SO2,1353,1.23E-12,
SO2,1354,1.24E-12,
SO2,1355,1.34E-12,
SO2,1356,1.28E-12,
SO2,1357,1.39E-12,
SO2,1358,1.26E-12,
SO2,1359,1.31E-12,
SO2,1360,1.34E-12,
SO2,1361,1.30E-12,
SO2,1362,1.13E-12,
SO2,1363,1.08E-12,
SO2,1364,1.15E-12,
SO2,1365,1.19E-12,
SO2,1366,1.30E-12,
SO2,1367,1.32E-12,
SO2,1368,1.40E-12,
SO2,1369,1.49E-12,
SO2,1370,1.53E-12,
SO2,1371,1.56E-12,
SO2,1372,1.63E-12,
SO2,1373,1.61E-12,
SO2,1374,1.60E-12,
SO2,1375,1.68E-12,
SO2,1376,1.70E-12,
SO2,1377,1.57E-12,
SO2,1378,1.63E-12,
SO2,1379,1.60E-12,
SO2,1380,1.59E-12,
SO2,1381,1.52E-12,
SO2,1382,1.47E-12,
SO2,1383,1.46E-12,
SO2,1384,1.41E-12,
SO2,1385,1.35E-12,
SO2,1386,1.26E-12,
SO2,1387,1.21E-12,
SO2,1388,1.16E-12,
SO2,1389,1.07E-12,
SO2,1390,1.02E-12,
SO2,1391,1.01E-12,
SO2,1392,9.28E-13,
SO2,1393,8.14E-13,
SO2,1394,7.60E-13,
SO2,1395,7.57E-13,
SO2,1396,6.53E-13,
SO2,1397,5.82E-13,
SO2,1398,5.64E-13,
SO2,1399,5.00E-13,
SO2,1400,4.49E-13,
SO2,1401,3.92E-13,
SO2,1402,3.62E-13,
SO2,1403,3.13E-13,
SO2,1404,2.93E-13,
SO2,1405,2.55E-13,
SO2,1406,1.90E-13,
SO2,1407,1.87E-13,
SO2,1408,1.44E-13,
SO2,1409,1.26E-13,
SO2,1410,1.03E-13,
SO2,1411,8.85E-14,
SO2,1412,7.21E-14,
SO2,1413,5.55E-14,
SO2,1414,4.78E-14,
SO2,1415,3.70E-14,
SO2,1416,3.00E-14,
SO2,1417,2.15E-14,
SO2,1418,1.79E-14,
SO2,1419,1.36E-14,
SO2,1420,1.04E-14,
SO2,1421,7.21E-15,
SO2,1422,5.63E-15,
SO2,1423,4.07E-15,
SO2,1424,2.90E-15,
SO2,1425,2.32E-15,
SO2,1426,1.80E-15,
SO2,1427,1.21E-15,
SO2,1428,1.21E-15,
SO2,1429,1.03E-15,
SO2,1430,1.06E-15,
SO2,1431,1.19E-15,
SO2,1432,1.06E-15,
SO2,1433,9.18E-16,
SO2,1434,9.54E-16,
SO2,1435,9.02E-16,
SO2,1436,9.84E-16,
SO2,1437,9.52E-16,
SO2,1438,9.73E-16,
SO2,1439,9.58E-16,
SO2,1440,9.47E-16,
SO2,1441,8.86E-16,
SO2,1442,1.06E-15,
SO2,1443,7.32E-16,
SO2,1444,9.01E-16,
SO2,1445,8.26E-16,
SO2,1446,8.49E-16,
SO2,1447,8.04E-16,
SO2,1448,9.14E-16,
SO2,1449,8.62E-16,
SO2,1450,7.79E-16,
SO2,1451,7.76E-16,
SO2,1452,8.26E-16,
SO2,1453,7.53E-16,
SO2,1454,7.02E-16,
SO2,1455,7.11E-16,
SO2,1456,7.47E-16,
SO2,1457,7.84E-16,
SO2,1458,6.45E-16,
SO2,1459,7.24E-16,
SO2,1460,6.95E-16,
SO2,1461,7.35E-16,
SO2,1462,6.43E-16,
SO2,1463,6.28E-16,
SO2,1464,6.23E-16,
SO2,1465,5.88E-16,
SO2,1466,6.41E-16,
SO2,1467,5.66E-16,
SO2,1468,6.02E-16,
SO2,1469,5.52E-16,
SO2,1470,5.77E-16,
SO2,1471,6.31E-16,
SO2,1472,4.91E-16,
SO2,1473,5.20E-16,
SO2,1474,5.20E-16,
SO2,1475,4.79E-16,
SO2,1476,4.80E-16,
SO2,1477,4.74E-16,
SO2,1478,4.97E-16,
SO2,1479,4.52E-16,
SO2,1480,4.60E-16,
SO2,1481,4.60E-16,
SO2,1482,3.98E-16,
SO2,1483,4.06E-16,
SO2,1484,4.17E-16,
SO2,1485,3.86E-16,
SO2,1486,3.82E-16,
SO2,1487,3.97E-16,
SO2,1488,3.82E-16,
SO2,1489,3.73E-16,
SO2,1490,3.68E-16,
SO2,1491,3.44E-16,
SO2,1492,3.24E-16,
SO2,1493,3.49E-16,
SO2,1494,3.25E-16,
SO2,1495,3.19E-16,
SO2,1496,3.32E-16,
SO2,1497,3.17E-16,
SO2,1498,3.01E-16,
SO2,1499,3.30E-16,
SO2,1500,2.87E-16,
SO2,1501,2.93E-16,
SO2,1502,2.93E-16,
SO2,1503,2.82E-16,
SO2,1504,2.80E-16,
SO2,1505,2.83E-16,
SO2,1506,2.74E-16,
SO2,1507,2.73E-16,
SO2,1508,2.79E-16,
SO2,1509,2.60E-16,
SO2,1510,2.58E-16,
SO2,1511,2.61E-16,
SO2,1512,2.56E-16,
SO2,1513,2.56E-16,
SO2,1514,2.49E-16,
SO2,1515,2.40E-16,
SO2,1516,2.36E-16,
SO2,1517,2.42E-16,
SO2,1518,2.36E-16,
SO2,1519,2.35E-16,
SO2,1520,2.28E-16,
SO2,1521,2.29E-16,
SO2,1522,2.30E-16,
SO2,1523,2.21E-16,
SO2,1524,2.17E-16,
SO2,1525,2.14E-16,
SO2,1526,2.09E-16,
SO2,1527,1.91E-16,
SO2,1528,1.90E-16,
SO2,1529,1.77E-16,
SO2,1530,1.85E-16,
SO2,1531,1.73E-16,
SO2,1532,1.76E-16,
SO2,1533,1.65E-16,
SO2,1534,1.74E-16,
SO2,1535,1.59E-16,
SO2,1536,1.61E-16,
SO2,1537,1.55E-16,
SO2,1538,1.59E-16,
SO2,1539,1.50E-16,
SO2,1540,1.45E-16,
SO2,1541,1.48E-16,
SO2,1542,1.50E-16,
SO2,1543,1.45E-16,
SO2,1544,1.47E-16,
SO2,1545,1.43E-16,
SO2,1546,1.46E-16,
SO2,1547,1.43E-16,
SO2,1548,1.40E-16,
SO2,1549,1.44E-16,
SO2,1550,1.41E-16,
SO2,1551,1.40E-16,
SO2,1552,1.45E-16,
SO2,1553,1.45E-16,
SO2,1554,1.42E-16,
SO2,1555,1.43E-16,
SO2,1556,1.45E-16,
SO2,1557,1.47E-16,
SO2,1558,1.44E-16,
SO2,1559,1.46E-16,
SO2,1560,1.47E-16,
SO2,1561,1.46E-16,
SO2,1562,1.46E-16,
SO2,1563,1.47E-16,
SO2,1564,1.48E-16,
SO2,1565,1.46E-16,
SO2,1566,1.49E-16,
SO2,1567,1.48E-16,
SO2,1568,1.49E-16,
SO2,1569,1.48E-16,
SO2,1570,1.49E-16,
SO2,1571,1.50E-16,
SO2,1572,1.48E-16,
SO2,1573,1.49E-16,
SO2,1574,1.51E-16,
SO2,1575,1.46E-16,
SO2,1576,1.49E-16,
SO2,1577,1.44E-16,
SO2,1578,1.44E-16,
SO2,1579,1.45E-16,
SO2,1580,1.43E-16,
SO2,1581,1.43E-16,
SO2,1582,1.41E-16,
SO2,1583,1.41E-16,
SO2,1584,1.39E-16,
SO2,1585,1.37E-16,
SO2,1586,1.40E-16,
SO2,1587,1.40E-16,
SO2,1588,1.33E-16,
SO2,1589,1.33E-16,
SO2,1590,1.31E-16,
SO2,1591,1.32E-16,
SO2,1592,1.30E-16,
SO2,1593,1.30E-16,
SO2,1594,1.33E-16,
SO2,1595,1.27E-16,
SO2,1596,1.25E-16,
SO2,1597,1.22E-16,
SO2,1598,1.25E-16,
SO2,1599,1.24E-16,
SO2,1600,1.26E-16,
SO2,1601,1.26E-16,
SO2,1602,1.18E-16,
SO2,1603,1.20E-16,
SO2,1604,1.20E-16,
SO2,1605,1.17E-16,
SO2,1606,1.20E-16,
SO2,1607,1.19E-16,
SO2,1608,1.16E-16,
SO2,1609,1.19E-16,
SO2,1610,1.12E-16,
SO2,1611,1.14E-16,
SO2,1612,1.16E-16,
SO2,1613,1.17E-16,
SO2,1614,1.21E-16,
SO2,1615,1.13E-16,
SO2,1616,1.14E-16,
SO2,1617,1.15E-16,
SO2,1618,1.17E-16,
SO2,1619,1.19E-16,
SO2,1620,1.18E-16,
SO2,1621,1.18E-16,
SO2,1622,1.20E-16,
SO2,1623,1.19E-16,
SO2,1624,1.21E-16,
SO2,1625,1.20E-16,
SO2,1626,1.23E-16,
SO2,1627,1.24E-16,
SO2,1628,1.26E-16,
SO2,1629,1.27E-16,
SO2,1630,1.27E-16,
SO2,1631,1.31E-16,
SO2,1632,1.33E-16,
SO2,1633,1.35E-16,
SO2,1634,1.35E-16,
SO2,1635,1.37E-16,
SO2,1636,1.42E-16,
SO2,1637,1.43E-16,
SO2,1638,1.43E-16,
SO2,1639,1.46E-16,
SO2,1640,1.52E-16,
SO2,1641,1.52E-16,
SO2,1642,1.51E-16,
SO2,1643,1.58E-16,
SO2,1644,1.59E-16,
SO2,1645,1.63E-16,
SO2,1646,1.63E-16,
SO2,1647,1.69E-16,
SO2,1648,1.71E-16,
SO2,1649,1.72E-16,
SO2,1650,1.79E-16,
SO2,1651,1.81E-16,
SO2,1652,1.83E-16,
SO2,1653,1.86E-16,
SO2,1654,1.91E-16,
SO2,1655,1.95E-16,
SO2,1656,1.98E-16,
SO2,1657,2.07E-16,
SO2,1658,2.06E-16,
SO2,1659,2.12E-16,
SO2,1660,2.19E-16,
SO2,1661,2.30E-16,
SO2,1662,2.28E-16,
SO2,1663,2.34E-16,
SO2,1664,2.41E-16,
SO2,1665,2.53E-16,
SO2,1666,2.52E-16,
SO2,1667,2.64E-16,
SO2,1668,2.72E-16,
SO2,1669,2.74E-16,
SO2,1670,2.89E-16,
SO2,1671,2.91E-16,
SO2,1672,3.04E-16,
SO2,1673,3.06E-16,
SO2,1674,3.12E-16,
SO2,1675,3.21E-16,
SO2,1676,3.38E-16,
SO2,1677,3.34E-16,
SO2,1678,3.49E-16,
SO2,1679,3.45E-16,
SO2,1680,3.51E-16,
SO2,1681,3.78E-16,
SO2,1682,3.56E-16,
SO2,1683,3.85E-16,
SO2,1684,3.81E-16,
SO2,1685,3.86E-16,
SO2,1686,3.74E-16,
SO2,1687,3.89E-16,
SO2,1688,4.04E-16,
SO2,1689,3.81E-16,
SO2,1690,3.95E-16,
SO2,1691,3.90E-16,
SO2,1692,3.92E-16,
SO2,1693,3.72E-16,
SO2,1694,3.83E-16,
SO2,1695,3.80E-16,
SO2,1696,3.54E-16,
SO2,1697,3.57E-16,
SO2,1698,3.57E-16,
SO2,1699,3.50E-16,
SO2,1700,3.32E-16,
SO2,1701,3.18E-16,
SO2,1702,3.07E-16,
SO2,1703,3.06E-16,
SO2,1704,2.84E-16,
SO2,1705,2.79E-16,
SO2,1706,2.75E-16,
SO2,1707,2.50E-16,
SO2,1708,2.44E-16,
SO2,1709,2.44E-16,
SO2,1710,2.26E-16,
SO2,1711,2.09E-16,
SO2,1712,2.13E-16,
SO2,1713,2.04E-16,
SO2,1714,2.05E-16,
SO2,1715,1.90E-16,
SO2,1716,1.91E-16,
SO2,1717,1.90E-16,
SO2,1718,1.87E-16,
SO2,1719,1.87E-16,
SO2,1720,1.84E-16,
SO2,1721,1.93E-16,
SO2,1722,1.82E-16,
SO2,1723,1.82E-16,
SO2,1724,1.83E-16,
SO2,1725,1.91E-16,
SO2,1726,1.84E-16,
SO2,1727,1.85E-16,
SO2,1728,1.94E-16,
SO2,1729,1.82E-16,
SO2,1730,1.84E-16,
SO2,1731,1.86E-16,
SO2,1732,1.92E-16,
SO2,1733,1.83E-16,
SO2,1734,1.90E-16,
SO2,1735,1.81E-16,
SO2,1736,1.87E-16,
SO2,1737,1.90E-16,
SO2,1738,1.83E-16,
SO2,1739,1.87E-16,
SO2,1740,1.90E-16,
SO2,1741,1.84E-16,
SO2,1742,1.83E-16,
SO2,1743,1.83E-16,
SO2,1744,1.88E-16,
SO2,1745,1.80E-16,
SO2,1746,1.85E-16,
SO2,1747,1.81E-16,
SO2,1748,1.86E-16,
SO2,1749,1.84E-16,
SO2,1750,1.81E-16,
SO2,1751,1.85E-16,
SO2,1752,1.79E-16,
SO2,1753,1.88E-16,
SO2,1754,1.88E-16,
SO2,1755,1.82E-16,
SO2,1756,1.83E-16,
SO2,1757,1.90E-16,
SO2,1758,1.84E-16,
SO2,1759,1.86E-16,
SO2,1760,1.88E-16,
SO2,1761,1.91E-16,
SO2,1762,1.90E-16,
SO2,1763,1.87E-16,
SO2,1764,1.94E-16,
SO2,1765,1.94E-16,
SO2,1766,1.96E-16,
SO2,1767,1.97E-16,
SO2,1768,2.00E-16,
SO2,1769,2.03E-16,
SO2,1770,2.04E-16,
SO2,1771,2.03E-16,
SO2,1772,2.07E-16,
SO2,1773,2.14E-16,
SO2,1774,2.14E-16,
SO2,1775,2.21E-16,
SO2,1776,2.19E-16,
SO2,1777,2.25E-16,
SO2,1778,2.32E-16,
SO2,1779,2.33E-16,
SO2,1780,2.37E-16,
SO2,1781,2.45E-16,
SO2,1782,2.48E-16,
SO2,1783,2.53E-16,
SO2,1784,2.63E-16,
SO2,1785,2.61E-16,
SO2,1786,2.69E-16,
SO2,1787,2.80E-16,
SO2,1788,2.84E-16,
SO2,1789,2.93E-16,
SO2,1790,2.96E-16,
SO2,1791,3.02E-16,
SO2,1792,3.21E-16,
SO2,1793,3.18E-16,
SO2,1794,3.28E-16,
SO2,1795,3.46E-16,
SO2,1796,3.40E-16,
SO2,1797,3.60E-16,
SO2,1798,3.77E-16,
SO2,1799,3.70E-16,
SO2,1800,3.88E-16,
SO2,1801,4.04E-16,
SO2,1802,4.01E-16,
SO2,1803,4.31E-16,
SO2,1804,4.33E-16,
SO2,1805,4.26E-16,
SO2,1806,4.71E-16,
SO2,1807,4.56E-16,
SO2,1808,4.79E-16,
SO2,1809,4.96E-16,
SO2,1810,4.96E-16,
SO2,1811,5.19E-16,
SO2,1812,5.36E-16,
SO2,1813,5.25E-16,
SO2,1814,5.66E-16,
SO2,1815,5.65E-16,
SO2,1816,5.57E-16,
SO2,1817,6.11E-16,
SO2,1818,5.89E-16,
SO2,1819,6.00E-16,
SO2,1820,6.39E-16,
SO2,1821,6.16E-16,
SO2,1822,6.40E-16,
SO2,1823,6.69E-16,
SO2,1824,6.49E-16,
SO2,1825,6.77E-16,
SO2,1826,6.90E-16,
SO2,1827,6.67E-16,
SO2,1828,7.19E-16,
SO2,1829,7.12E-16,
SO2,1830,6.89E-16,
SO2,1831,7.28E-16,
SO2,1832,7.18E-16,
SO2,1833,7.20E-16,
SO2,1834,7.48E-16,
SO2,1835,7.14E-16,
SO2,1836,7.21E-16,
SO2,1837,7.56E-16,
SO2,1838,7.31E-16,
SO2,1839,7.31E-16,
SO2,1840,7.39E-16,
SO2,1841,7.24E-16,
SO2,1842,7.52E-16,
SO2,1843,7.34E-16,
SO2,1844,7.06E-16,
SO2,1845,7.31E-16,
SO2,1846,7.20E-16,
SO2,1847,7.06E-16,
SO2,1848,6.96E-16,
SO2,1849,6.92E-16,
SO2,1850,6.63E-16,
SO2,1851,6.47E-16,
SO2,1852,6.69E-16,
SO2,1853,6.44E-16,
SO2,1854,6.51E-16,
SO2,1855,6.27E-16,
SO2,1856,6.06E-16,
SO2,1857,6.38E-16,
SO2,1858,6.30E-16,
SO2,1859,6.27E-16,
SO2,1860,5.81E-16,
SO2,1861,6.12E-16,
SO2,1862,6.25E-16,
SO2,1863,6.05E-16,
SO2,1864,5.64E-16,
SO2,1865,5.45E-16,
SO2,1866,5.44E-16,
SO2,1867,5.61E-16,
SO2,1868,5.52E-16,
SO2,1869,5.39E-16,
SO2,1870,5.18E-16,
SO2,1871,5.65E-16,
SO2,1872,5.96E-16,
SO2,1873,5.80E-16,
SO2,1874,5.81E-16,
SO2,1875,5.76E-16,
SO2,1876,6.50E-16,
SO2,1877,6.65E-16,
SO2,1878,6.34E-16,
SO2,1879,6.15E-16,
SO2,1880,5.91E-16,
SO2,1881,5.73E-16,
SO2,1882,5.70E-16,
SO2,1883,5.50E-16,
SO2,1884,5.43E-16,
SO2,1885,5.20E-16,
SO2,1886,5.09E-16,
SO2,1887,5.10E-16,
SO2,1888,4.98E-16,
SO2,1889,4.98E-16,
SO2,1890,4.93E-16,
SO2,1891,4.69E-16,
SO2,1892,4.49E-16,
SO2,1893,4.60E-16,
SO2,1894,4.61E-16,
SO2,1895,4.25E-16,
SO2,1896,4.18E-16,
SO2,1897,4.20E-16,
SO2,1898,3.81E-16,
SO2,1899,3.74E-16,
SO2,1900,3.62E-16,
SO2,1901,3.44E-16,
SO2,1902,3.28E-16,
SO2,1903,3.16E-16,
SO2,1904,2.95E-16,
SO2,1905,2.74E-16,
SO2,1906,2.58E-16,
SO2,1907,2.45E-16,
SO2,1908,2.24E-16,
SO2,1909,2.11E-16,
SO2,1910,1.88E-16,
SO2,1911,1.80E-16,
SO2,1912,1.66E-16,
SO2,1913,1.56E-16,
SO2,1914,1.37E-16,
SO2,1915,1.27E-16,
SO2,1916,1.21E-16,
SO2,1917,1.08E-16,
SO2,1918,9.80E-17,
SO2,1919,9.11E-17,
SO2,1920,8.36E-17,
SO2,1921,7.77E-17,
SO2,1922,7.20E-17,
SO2,1923,6.66E-17,
SO2,1924,6.16E-17,
SO2,1925,5.92E-17,
SO2,1926,5.47E-17,
SO2,1927,5.30E-17,
SO2,1928,4.99E-17,
SO2,1929,4.86E-17,
SO2,1930,4.69E-17,
SO2,1931,4.66E-17,
SO2,1932,4.58E-17,
SO2,1933,4.37E-17,
SO2,1934,4.42E-17,
SO2,1935,4.39E-17,
SO2,1936,4.25E-17,
SO2,1937,4.41E-17,
SO2,1938,4.19E-17,
SO2,1939,4.37E-17,
SO2,1940,4.24E-17,
SO2,1941,4.19E-17,
SO2,1942,4.36E-17,
SO2,1943,4.32E-17,
SO2,1944,4.31E-17,
SO2,1945,4.35E-17,
SO2,1946,4.29E-17,
SO2,1947,4.44E-17,
SO2,1948,4.32E-17,
SO2,1949,4.35E-17,
SO2,1950,4.41E-17,
SO2,1951,4.39E-17,
SO2,1952,4.47E-17,
SO2,1953,4.43E-17,
SO2,1954,4.44E-17,
SO2,1955,4.45E-17,
SO2,1956,4.45E-17,
SO2,1957,4.36E-17,
SO2,1958,4.46E-17,
SO2,1959,4.53E-17,
SO2,1960,4.48E-17,
SO2,1961,4.46E-17,
SO2,1962,4.47E-17,
SO2,1963,4.50E-17,
SO2,1964,4.49E-17,
SO2,1965,4.54E-17,
SO2,1966,4.62E-17,
SO2,1967,4.62E-17,
SO2,1968,4.69E-17,
SO2,1969,4.59E-17,
SO2,1970,4.62E-17,
SO2,1971,4.64E-17,
SO2,1972,4.73E-17,
SO2,1973,4.68E-17,
SO2,1974,4.71E-17,
SO2,1975,4.67E-17,
SO2,1976,4.68E-17,
SO2,1977,4.66E-17,
SO2,1978,4.67E-17,
SO2,1979,4.69E-17,
SO2,1980,4.80E-17,
SO2,1981,4.61E-17,
SO2,1982,4.73E-17,
SO2,1983,4.64E-17,
SO2,1984,4.70E-17,
SO2,1985,4.79E-17,
SO2,1986,4.80E-17,
SO2,1987,4.79E-17,
SO2,1988,4.86E-17,
SO2,1989,4.74E-17,
SO2,1990,4.78E-17,
SO2,1991,4.64E-17,
SO2,1992,4.72E-17,
SO2,1993,4.67E-17,
SO2,1994,4.78E-17,
SO2,1995,4.60E-17,
SO2,1996,4.50E-17,
SO2,1997,4.47E-17,
SO2,1998,4.38E-17,
SO2,1999,4.28E-17,
SO2,2000,8.88E-16,
SO2,2001,8.71E-16,
SO2,2002,8.50E-16,
SO2,2003,8.45E-16,
SO2,2004,8.12E-16,
SO2,2005,8.39E-16,
SO2,2006,8.04E-16,
SO2,2007,8.38E-16,
SO2,2008,8.46E-16,
SO2,2009,7.82E-16,
SO2,2010,7.79E-16,
SO2,2011,7.79E-16,
SO2,2012,7.60E-16,
SO2,2013,7.68E-16,
SO2,2014,7.74E-16,
SO2,2015,7.58E-16,
SO2,2016,7.54E-16,
SO2,2017,7.38E-16,
SO2,2018,7.58E-16,
SO2,2019,7.59E-16,
SO2,2020,7.80E-16,
SO2,2021,7.51E-16,
SO2,2022,7.67E-16,
SO2,2023,7.60E-16,
SO2,2024,7.87E-16,
SO2,2025,7.79E-16,
SO2,2026,7.74E-16,
SO2,2027,8.23E-16,
SO2,2028,8.05E-16,
SO2,2029,8.31E-16,
SO2,2030,8.08E-16,
SO2,2031,8.64E-16,
SO2,2032,8.28E-16,
SO2,2033,8.50E-16,
SO2,2034,8.60E-16,
SO2,2035,8.30E-16,
SO2,2036,8.63E-16,
SO2,2037,8.43E-16,
SO2,2038,8.71E-16,
SO2,2039,8.86E-16,
SO2,2040,8.94E-16,
SO2,2041,8.66E-16,
SO2,2042,8.75E-16,
SO2,2043,8.85E-16,
SO2,2044,8.96E-16,
SO2,2045,9.23E-16,
SO2,2046,8.84E-16,
SO2,2047,9.35E-16,
SO2,2048,9.20E-16,
SO2,2049,9.17E-16,
SO2,2050,9.07E-16,
SO2,2051,9.38E-16,
SO2,2052,9.41E-16,
SO2,2053,9.83E-16,
SO2,2054,1.00E-15,
SO2,2055,9.93E-16,
SO2,2056,1.01E-15,
SO2,2057,1.02E-15,
SO2,2058,1.02E-15,
SO2,2059,1.02E-15,
SO2,2060,1.05E-15,
SO2,2061,1.10E-15,
SO2,2062,1.14E-15,
SO2,2063,1.15E-15,
SO2,2064,1.19E-15,
SO2,2065,1.21E-15,
SO2,2066,1.23E-15,
SO2,2067,1.22E-15,
SO2,2068,1.26E-15,
SO2,2069,1.28E-15,
SO2,2070,1.33E-15,
SO2,2071,1.42E-15,
SO2,2072,1.44E-15,
SO2,2073,1.46E-15,
SO2,2074,1.49E-15,
SO2,2075,1.51E-15,
SO2,2076,1.55E-15,
SO2,2077,1.54E-15,
SO2,2078,1.62E-15,
SO2,2079,1.67E-15,
SO2,2080,1.71E-15,
SO2,2081,1.75E-15,
SO2,2082,1.76E-15,
SO2,2083,1.79E-15,
SO2,2084,1.83E-15,
SO2,2085,1.86E-15,
SO2,2086,1.88E-15,
SO2,2087,1.92E-15,
SO2,2088,1.96E-15,
SO2,2089,2.02E-15,
SO2,2090,2.04E-15,
SO2,2091,2.05E-15,
SO2,2092,2.03E-15,
SO2,2093,2.09E-15,
SO2,2094,2.07E-15,
SO2,2095,2.14E-15,
SO2,2096,2.13E-15,
SO2,2097,2.25E-15,
SO2,2098,2.26E-15,
SO2,2099,2.26E-15,
SO2,2100,2.34E-15,
SO2,2101,2.35E-15,
SO2,2102,2.34E-15,
SO2,2103,2.37E-15,
SO2,2104,2.47E-15,
SO2,2105,2.54E-15,
SO2,2106,2.64E-15,
SO2,2107,2.69E-15,
SO2,2108,2.77E-15,
SO2,2109,2.84E-15,
SO2,2110,2.89E-15,
SO2,2111,3.07E-15,
SO2,2112,3.12E-15,
SO2,2113,3.24E-15,
SO2,2114,3.36E-15,
SO2,2115,3.48E-15,
SO2,2116,3.56E-15,
SO2,2117,3.65E-15,
SO2,2118,3.79E-15,
SO2,2119,4.00E-15,
SO2,2120,4.02E-15,
SO2,2121,4.13E-15,
SO2,2122,4.34E-15,
SO2,2123,4.52E-15,
SO2,2124,4.62E-15,
SO2,2125,4.74E-15,
SO2,2126,4.92E-15,
SO2,2127,5.05E-15,
SO2,2128,5.21E-15,
SO2,2129,5.28E-15,
SO2,2130,5.61E-15,
SO2,2131,5.76E-15,
SO2,2132,5.91E-15,
SO2,2133,6.13E-15,
SO2,2134,6.29E-15,
SO2,2135,6.41E-15,
SO2,2136,6.62E-15,
SO2,2137,6.77E-15,
SO2,2138,7.09E-15,
SO2,2139,7.31E-15,
SO2,2140,7.41E-15,
SO2,2141,7.69E-15,
SO2,2142,7.91E-15,
SO2,2143,8.27E-15,
SO2,2144,8.32E-15,
SO2,2145,8.64E-15,
SO2,2146,8.86E-15,
SO2,2147,9.11E-15,
SO2,2148,9.37E-15,
SO2,2149,9.67E-15,
SO2,2150,9.85E-15,
SO2,2151,1.01E-14,
SO2,2152,1.05E-14,
SO2,2153,1.08E-14,
SO2,2154,1.11E-14,
SO2,2155,1.12E-14,
SO2,2156,1.17E-14,
SO2,2157,1.19E-14,
SO2,2158,1.23E-14,
SO2,2159,1.25E-14,
SO2,2160,1.28E-14,
SO2,2161,1.31E-14,
SO2,2162,1.36E-14,
SO2,2163,1.37E-14,
SO2,2164,1.43E-14,
SO2,2165,1.46E-14,
SO2,2166,1.48E-14,
SO2,2167,1.53E-14,
SO2,2168,1.59E-14,
SO2,2169,1.58E-14,
SO2,2170,1.65E-14,
SO2,2171,1.69E-14,
SO2,2172,1.71E-14,
SO2,2173,1.79E-14,
SO2,2174,1.81E-14,
SO2,2175,1.82E-14,
SO2,2176,1.84E-14,
SO2,2177,1.92E-14,
SO2,2178,1.99E-14,
SO2,2179,1.95E-14,
SO2,2180,2.10E-14,
SO2,2181,2.07E-14,
SO2,2182,2.13E-14,
SO2,2183,2.18E-14,
SO2,2184,2.21E-14,
SO2,2185,2.23E-14,
SO2,2186,2.31E-14,
SO2,2187,2.35E-14,
SO2,2188,2.41E-14,
SO2,2189,2.40E-14,
SO2,2190,2.46E-14,
SO2,2191,2.60E-14,
SO2,2192,2.55E-14,
SO2,2193,2.59E-14,
SO2,2194,2.72E-14,
SO2,2195,2.67E-14,
SO2,2196,2.77E-14,
SO2,2197,2.83E-14,
SO2,2198,2.86E-14,
SO2,2199,2.88E-14,
SO2,2200,3.02E-14,
SO2,2201,3.00E-14,
SO2,2202,2.96E-14,
SO2,2203,3.18E-14,
SO2,2204,3.17E-14,
SO2,2205,3.09E-14,
SO2,2206,3.26E-14,
SO2,2207,3.34E-14,
SO2,2208,3.44E-14,
SO2,2209,3.26E-14,
SO2,2210,3.44E-14,
SO2,2211,3.55E-14,
SO2,2212,3.51E-14,
SO2,2213,3.58E-14,
SO2,2214,3.66E-14,
SO2,2215,3.80E-14,
SO2,2216,3.63E-14,
SO2,2217,3.76E-14,
SO2,2218,3.80E-14,
SO2,2219,3.91E-14,
SO2,2220,3.91E-14,
SO2,2221,3.98E-14,
SO2,2222,4.00E-14,
SO2,2223,3.97E-14,
SO2,2224,4.17E-14,
SO2,2225,4.19E-14,
SO2,2226,4.08E-14,
SO2,2227,4.16E-14,
SO2,2228,4.32E-14,
SO2,2229,4.47E-14,
SO2,2230,4.28E-14,
SO2,2231,4.34E-14,
SO2,2232,4.29E-14,
SO2,2233,4.50E-14,
SO2,2234,4.47E-14,
SO2,2235,4.37E-14,
SO2,2236,4.67E-14,
SO2,2237,4.76E-14,
SO2,2238,4.47E-14,
SO2,2239,4.50E-14,
SO2,2240,4.71E-14,
SO2,2241,4.67E-14,
SO2,2242,4.71E-14,
SO2,2243,4.68E-14,
SO2,2244,4.87E-14,
SO2,2245,4.82E-14,
SO2,2246,4.63E-14,
SO2,2247,4.72E-14,
SO2,2248,4.84E-14,
SO2,2249,5.07E-14,
SO2,2250,4.75E-14,
SO2,2251,4.80E-14,
SO2,2252,4.97E-14,
SO2,2253,4.93E-14,
SO2,2254,4.62E-14,
SO2,2255,5.02E-14,
SO2,2256,4.83E-14,
SO2,2257,4.94E-14,
SO2,2258,5.11E-14,
SO2,2259,4.87E-14,
SO2,2260,5.08E-14,
SO2,2261,4.82E-14,
SO2,2262,4.70E-14,
SO2,2263,4.87E-14,
SO2,2264,5.31E-14,
SO2,2265,5.29E-14,
SO2,2266,4.80E-14,
SO2,2267,4.71E-14,
SO2,2268,5.00E-14,
